,carwidth,curbweight,cylindernumber,stroke,peakrpm,price,aspiration_turbo,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor
52,-0.4814814814814799,-1.2743570277377643,0.0,-0.4666666666666667,-0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,-0.4814814814814799,-1.1980715419713002,0.0,-0.4666666666666667,-0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,-0.4814814814814799,-1.188535856250492,0.0,-0.4666666666666667,-0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,0.07407407407407506,-0.36846688426100255,-2.0,-0.11666666666666704,1.2857142857142858,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,0.07407407407407506,-0.3589311985401945,-2.0,-0.11666666666666704,1.2857142857142858,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,0.07407407407407506,-0.13961042696161013,-2.0,-0.11666666666666704,1.2857142857142858,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,0.37037037037036996,-0.3589311985401945,0.0,0.3333333333333333,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,0.37037037037036996,-0.3112527699361544,0.0,0.3333333333333333,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61,0.37037037037036996,-0.3589311985401945,0.0,0.3333333333333333,-0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,0.37037037037036996,-0.24831724417882153,0.0,0.3333333333333333,-0.6428571428571429,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,0.37037037037036996,-0.2826457127737304,0.0,0.3333333333333333,-0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,0.22222222222221988,0.1846028875458625,0.0,-0.43333333333333257,-0.14285714285714285,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,0.0,0.2418170018707106,0.0,1.1666666666666659,-1.2857142857142858,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,1.7777777777777748,1.7961337743624175,1.0,1.1666666666666659,-1.0714285714285714,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,1.7777777777777748,2.2443110032403943,1.0,1.1666666666666659,-1.0714285714285714,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,1.7777777777777748,1.7579910314791853,1.0,1.1666666666666659,-1.0714285714285714,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,2.296296296296295,2.2824537461236263,1.0,1.1666666666666659,-1.0714285714285714,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,2.296296296296295,2.2252396317987784,3.0,-0.6333333333333326,-0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,1.8518518518518499,2.12034708886989,3.0,-0.6333333333333326,-0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,2.296296296296295,2.5303815748646348,3.0,0.2,-0.8571428571428571,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,2.4074074074074048,2.1775612031947382,3.0,0.2,-0.8571428571428571,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,0.9259259259259249,0.6423158021446473,0.0,-0.5666666666666659,-0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,-0.4074074074074049,-1.2495642448636635,0.0,-0.2,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,-0.4074074074074049,-1.1999786791154616,0.0,-0.2,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78,-0.4074074074074049,-1.0855504504657654,0.0,-0.2,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79,-0.62962962962963,-0.8166441131389793,0.0,0.3333333333333333,0.5714285714285714,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80,-0.03703703703703489,-0.3875382557026186,0.0,0.5666666666666659,0.5714285714285714,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,-0.03703703703703489,-0.46763801575740593,0.0,0.5666666666666659,-0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82,0.29629629629629495,0.49546624204420386,0.0,1.8999999999999977,-0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,0.29629629629629495,0.663294310730425,0.0,1.8999999999999977,-0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,0.29629629629629495,0.672829996451233,0.0,1.8999999999999977,-0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,-0.03703703703703489,-0.3970739414234266,0.0,0.5666666666666659,-0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86,-0.03703703703703489,-0.32078845565696246,0.0,0.5666666666666659,-0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87,-0.03703703703703489,-0.32460272994528566,0.0,0.5666666666666659,0.5714285714285714,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
88,-0.03703703703703489,-0.32460272994528566,0.0,0.5666666666666659,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89,-0.62962962962963,-1.30487122204435,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,-0.62962962962963,-1.0607576675916646,0.0,0.6,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91,-0.62962962962963,-1.2495642448636635,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
92,-0.62962962962963,-1.2114215019804313,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,-0.62962962962963,-1.0474077075825334,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,-0.62962962962963,-1.1866287191063305,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
95,-0.62962962962963,-1.039779159005887,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
96,-0.62962962962963,-1.1484859762230983,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
97,-0.62962962962963,-1.0226149247084326,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,-0.62962962962963,-1.077921901889119,0.0,0.0,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,-0.11111111111110994,-0.47526656433405234,0.0,0.6,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,-0.11111111111110994,-0.5172235815056077,0.0,0.6,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,0.37037037037036996,0.995136173814544,2.0,-0.06666666666666667,0.14285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,0.37037037037036996,1.3784707397910263,2.0,-0.06666666666666667,0.14285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103,0.37037037037036996,0.9283863737688879,2.0,-0.06666666666666667,0.14285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,0.8888888888888901,0.9493648823546655,2.0,-0.06666666666666667,0.14285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105,0.8888888888888901,1.0790502081576545,2.0,-0.06666666666666667,0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106,0.8888888888888901,1.0790502081576545,2.0,-0.06666666666666667,0.14285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107,1.074074074074075,0.8521008880024237,0.0,-0.3333333333333333,-0.14285714285714285,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,1.074074074074075,1.1896641625190276,0.0,0.7666666666666659,-1.3571428571428572,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,1.074074074074075,1.2525996882763604,0.0,-0.3333333333333333,-0.14285714285714285,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,1.074074074074075,1.634027117108681,0.0,0.7666666666666659,-1.3571428571428572,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111,1.074074074074075,0.956993430931312,0.0,-3.666666666666664,-0.14285714285714285,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,1.074074074074075,1.2945567054479157,0.0,0.7666666666666659,-1.3571428571428572,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,1.074074074074075,1.3574922312052486,0.0,-3.666666666666664,-0.14285714285714285,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,1.074074074074075,1.7389196600375694,0.0,0.7666666666666659,-1.3571428571428572,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,1.074074074074075,0.956993430931312,0.0,-0.3333333333333333,-0.14285714285714285,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,1.037037037037035,1.0618859738602,0.0,-0.26666666666666666,0.7142857142857143,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,-0.62962962962963,-1.2495642448636635,0.0,-0.2,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,-0.62962962962963,-0.7289158045075456,0.0,-0.2,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,0.29629629629629495,0.4668591848817798,0.0,1.8999999999999977,-0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,1.037037037037035,0.39057369911531564,0.0,-0.6,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
126,-0.18518518518518498,0.3486166819437604,2.0,-1.2999999999999992,1.1428571428571428,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
128,-0.18518518518518498,0.43253071628687095,2.0,-1.2999999999999992,1.1428571428571428,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,2.5185185185185146,1.5119703398823385,3.0,-0.6,0.9285714285714286,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,0.37037037037036996,0.011053407427156554,0.0,2.033333333333331,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
131,0.4074074074074049,-0.21589591272807426,0.0,2.033333333333331,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132,0.37037037037036996,0.16171724181592323,0.0,-0.7333333333333333,0.21428571428571427,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
133,0.37037037037036996,0.23228131614990255,0.0,-0.7333333333333333,0.21428571428571427,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134,0.37037037037036996,0.2551669618798418,0.0,-4.066666666666664,0.21428571428571427,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
135,0.37037037037036996,0.3524309562320836,0.0,-0.7333333333333333,0.21428571428571427,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136,0.37037037037036996,0.4477878134401638,0.0,-0.7333333333333333,0.5714285714285714,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.37037037037036996,0.5221661620624664,0.0,-0.7333333333333333,0.5714285714285714,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,-0.7777777777777775,-0.9978221418343317,0.0,-3.099999999999998,-0.2857142857142857,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
139,-0.7037037037037024,-0.8643225417430195,0.0,-2.1666666666666643,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,-0.62962962962963,-0.6354660844436271,0.0,-2.1666666666666643,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
141,-0.03703703703703489,-0.8166441131389793,0.0,-2.1666666666666643,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,-0.03703703703703489,-0.7308229416517072,0.0,-2.1666666666666643,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
143,-0.03703703703703489,-0.4447523700274667,0.0,-2.1666666666666643,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144,-0.03703703703703489,-0.3589311985401945,0.0,-2.1666666666666643,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
145,-0.03703703703703489,-0.12053905551999408,0.0,-2.1666666666666643,-0.42857142857142855,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
146,-0.03703703703703489,-0.5401092272355469,0.0,-2.1666666666666643,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,-0.03703703703703489,-0.22543159844888228,0.0,-2.1666666666666643,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
148,-0.03703703703703489,-0.2921813984945384,0.0,-2.1666666666666643,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,-0.03703703703703489,0.1464601446626304,0.0,-2.1666666666666643,-0.42857142857142855,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,-0.7037037037037024,-1.1217860562048358,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151,-0.7037037037037024,-1.0168935132759478,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152,-0.7037037037037024,-1.064571941879988,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
153,-0.7037037037037024,-0.5591805986771629,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
154,-0.7037037037037024,-0.5401092272355469,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
155,-0.7037037037037024,1.023743230976968,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
156,-0.4074074074074049,-0.938700890365322,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157,-0.4074074074074049,-0.8853010503287971,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,-0.4074074074074049,-0.568716284397971,0.0,0.2,-0.8571428571428571,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160,-0.4074074074074049,-0.9139081074912212,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161,-0.4074074074074049,-0.8605082674546962,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
162,-0.4074074074074049,-0.8261797988597874,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163,-0.555555555555555,-0.7708728216791009,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
164,-0.555555555555555,-0.7041230216334448,0.0,-0.8666666666666667,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,-0.555555555555555,-0.5877876558395869,0.0,-0.6999999999999993,2.142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,-0.555555555555555,-0.5210378557939308,0.0,-0.6999999999999993,2.142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.03703703703703489,-0.06332494119514598,0.0,0.6999999999999993,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
168,0.03703703703703489,-0.0709534897717924,0.0,0.6999999999999993,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
169,0.03703703703703489,-0.042346432609368344,0.0,0.6999999999999993,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,0.03703703703703489,0.2017671218433169,0.0,0.6999999999999993,-0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,0.03703703703703489,0.268516921888973,0.0,0.6999999999999993,-0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172,0.03703703703703489,0.7662797165151516,0.0,0.6999999999999993,-0.42857142857142855,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
173,0.37037037037036996,-0.47145229004572914,0.0,0.8333333333333326,-1.2857142857142858,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,0.37037037037036996,-0.17775316984484218,0.0,0.2,-0.8571428571428571,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
175,0.37037037037036996,-0.303624221359508,0.0,0.8333333333333326,-1.2857142857142858,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
176,0.37037037037036996,-0.303624221359508,0.0,0.8333333333333326,-1.2857142857142858,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
177,0.37037037037036996,-0.21971018701639747,0.0,0.8333333333333326,-1.2857142857142858,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
178,0.814814814814815,0.7681868536593132,2.0,0.2,0.14285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.814814814814815,0.8444723394257773,2.0,0.2,0.14285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.37037037037036996,1.0637931110043617,2.0,0.2,0.14285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.37037037037036996,1.1019358538875939,2.0,0.2,0.14285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,-0.5954162044162333,0.0,0.3666666666666659,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
183,0.0,-0.6945873359126368,0.0,0.3666666666666659,0.21428571428571427,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,0.0,-0.5896947929837486,0.0,0.3666666666666659,-0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,0.0,-0.6888659244801519,0.0,0.3666666666666659,0.21428571428571427,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
186,0.0,-0.568716284397971,0.0,0.3666666666666659,0.21428571428571427,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
